feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
HILIC.pos_Cluster_0667..anserine	mesalamine	Yes	0.495030019903035	0.419649512497838	220	196	0.239655063530802	0.485345437586011
HILIC.neg_Cluster_0159..alpha.ketoglutarate	steroids	Yes	0.583092687762938	0.495398198646457	220	169	0.240692250911122	0.486635969114851
HILIC.pos_Cluster_0046..valine	immunosuppressant	Yes	0.239951812572189	0.204085584264418	220	220	0.241201077233768	0.487074330297729
HILIC.neg_Cluster_0173..methionine	immunosuppressant	Yes	0.311492037607821	0.265277199690809	220	218	0.241810780146365	0.487715092242003
C18.neg_Cluster_0373..eicosenoate	immunosuppressant	Yes	-0.430585682613779	0.367826461112071	220	215	0.243248437452872	0.489352434024159
C8.pos_Cluster_0515..beta.sitosterol	steroids	Yes	0.494264998137024	0.422452989209702	220	210	0.243502709976051	0.489352434024159
HILIC.neg_Cluster_0706..uridine	diagnosis_modified	CD	-0.48755713559667	0.41651024385167	220	216	0.243266587536856	0.489352434024159
C8.pos_Cluster_1495..linoleoyl.ethanolamide	mesalamine	Yes	-0.499060179150796	0.426820842769692	220	75	0.243799242824577	0.489358768990848
C18.neg_Cluster_0144..2.hydroxymyristic.acid	antibiotic	Yes	-0.503019267395187	0.431730592453511	220	220	0.245461242744019	0.492102587616615
C18.neg_Cluster_0901..7.ketodeoxycholate	immunosuppressant	Yes	0.308526879139357	0.265219893733498	220	159	0.246203228119435	0.49240645623887
HILIC.pos_Cluster_0455..tryptophan	diagnosis_modified	CD	0.321748163809076	0.276502207163668	220	220	0.246061745937776	0.49240645623887
C18.neg_Cluster_0472..docosahexaenoic.acid	antibiotic	Yes	0.565131754466687	0.488064259202826	220	220	0.248387715357791	0.495125351755761
C8.pos_Cluster_0629..cholestenone	steroids	Yes	-0.460408623227089	0.397677540909638	220	113	0.248453189100463	0.495125351755761
HILIC.neg_Cluster_0392..citrate	diagnosis_modified	CD	-0.679525230074535	0.586547988103671	220	220	0.248138820526698	0.495125351755761
C18.neg_Cluster_0832..chenodeoxycholate	steroids	Yes	0.762665591036254	0.66128271258035	220	151	0.250262064501734	0.498134992349513
C18.neg_Cluster_0111..dodecanedioic.acid	mesalamine	Yes	-0.322365955745591	0.280446255469575	220	216	0.25183607182502	0.500670521816608
HILIC.neg_Cluster_0032..2.aminobutyric.acid	antibiotic	Yes	0.609108141365878	0.531064490110819	220	220	0.252872637225793	0.502132808205504
C18.neg_Cluster_0064..sebacate	immunosuppressant	Yes	0.358175588829657	0.313194474806194	220	218	0.254250822446018	0.504269169845373
HILIC.pos_Cluster_1486..C16.carnitine	antibiotic	Yes	0.821384664733022	0.719097456047115	220	189	0.254820924114011	0.504799645394501
HILIC.neg_Cluster_0328..homovanillate	antibiotic	Yes	0.91982911948866	0.806210786463359	220	198	0.255366407029064	0.50489542367317
HILIC.pos_Cluster_0100..ornithine	steroids	Yes	0.390757600730223	0.342569071459463	220	216	0.255474662817839	0.50489542367317
C18.neg_Cluster_0393..12.13.diHOME	diagnosis_modified	UC	-0.442617909932372	0.388973195556966	220	217	0.256620178118665	0.50655912083069
C18.neg_Cluster_1197..glycoursodeoxycholic.acid	antibiotic	Yes	0.87049697949915	0.765573380410472	220	160	0.256979133898251	0.506668079600806
C8.pos_Cluster_0136..piperine	immunosuppressant	Yes	0.671370203053813	0.591221777367137	220	198	0.257600171634553	0.506694677224568
HILIC.neg_Cluster_0452..tryptophan	steroids	Yes	0.284126102433901	0.250205817191201	220	220	0.257597887610571	0.506694677224568
HILIC.neg_Cluster_0232..acesulfame	immunosuppressant	Yes	0.851519851764382	0.751092247858492	220	115	0.258375853699058	0.507621818574828
HILIC.neg_Cluster_0480..1.3.7.trimethylurate	diagnosis_modified	UC	-0.758959348205577	0.67102536422282	220	212	0.259492717299976	0.509216297007481
C8.pos_Cluster_0416..cholesterol	diagnosis_modified	CD	0.621754999747201	0.551133392273875	220	220	0.260714347034181	0.511012374680392
HILIC.neg_Cluster_0084..4.methylcatechol	immunosuppressant	Yes	0.469389222064922	0.417030435944816	220	210	0.26180565844233	0.512549105964561
C18.neg_Cluster_0004..4.hydroxystyrene	immunosuppressant	Yes	0.710693215909071	0.631880687179051	220	148	0.262154109415188	0.512629606687612
C18.neg_Cluster_0171..palmitic.acid	steroids	Yes	-0.378369456958286	0.337543222969643	220	220	0.263753845437453	0.512721555621498
C18.neg_Cluster_1273..cholate	mesalamine	Yes	-0.546498290104765	0.488293819953286	220	197	0.2644982020951	0.512721555621498
C18.neg_Cluster_1574..taurochenodesoxycholic.acid	diagnosis_modified	UC	0.917619275515362	0.819150953981996	220	188	0.264069585942817	0.512721555621498
HILIC.neg_Cluster_0120..adenine	steroids	Yes	-0.449461139436362	0.401728232402494	220	220	0.264660227452104	0.512721555621498
HILIC.neg_Cluster_0176..xylose	diagnosis_modified	CD	-0.664659615577641	0.592716257051951	220	202	0.263572186393218	0.512721555621498
HILIC.neg_Cluster_0176..xylose	diagnosis_modified	UC	-0.697792372029706	0.621669511120099	220	202	0.263118377914975	0.512721555621498
HILIC.neg_Cluster_1325..linoleoyl.ethanolamide	antibiotic	Yes	0.597668212008372	0.532595157045971	220	220	0.263231989698731	0.512721555621498
HILIC.pos_Cluster_0817..atenolol	diagnosis_modified	CD	0.963671260707112	0.861102656290589	220	117	0.264535039951056	0.512721555621498
HILIC.neg_Cluster_0401..glucurote	steroids	Yes	-0.523680473428922	0.468893038433924	220	200	0.265501572081075	0.513754782170803
HILIC.pos_Cluster_0797..thiamine	immunosuppressant	Yes	0.394649659626345	0.354646568509035	220	220	0.267231709364081	0.516503466071016
HILIC.neg_Cluster_0166..glutamate	steroids	Yes	-0.253460841737604	0.228569985666028	220	220	0.268905840307656	0.517938731678026
HILIC.pos_Cluster_0046..valine	antibiotic	Yes	0.346302435850158	0.312199441171	220	220	0.26876108263752	0.517938731678026
HILIC.pos_Cluster_1113..phytosphingosine	antibiotic	Yes	0.394937374603198	0.35610113708362	220	220	0.26883639815287	0.517938731678026
HILIC.pos_Cluster_0160..glutamate	steroids	Yes	-0.240214483720997	0.217042479470273	220	220	0.269825933953367	0.518775812380588
HILIC.pos_Cluster_0495..N.acetylglutamic.acid	immunosuppressant	Yes	-0.272745973952645	0.246506350347044	220	214	0.269962473109323	0.518775812380588
HILIC.pos_Cluster_0009..beta.alanine	steroids	Yes	0.750506684639264	0.678966595912361	220	203	0.270428710650917	0.51907375070855
HILIC.neg_Cluster_0123..hypoxanthine	diagnosis_modified	UC	-0.390467206529703	0.354710291918303	220	218	0.272403667211077	0.521652664839164
HILIC.neg_Cluster_0288..suberate	immunosuppressant	Yes	0.26155038498865	0.237715313595681	220	219	0.272637616132624	0.521652664839164
HILIC.pos_Cluster_0936..diacetylspermine	steroids	Yes	0.533615999163749	0.485061564904614	220	210	0.272710505839179	0.521652664839164
HILIC.neg_Cluster_0156..caprylic.acid	steroids	Yes	-0.542887801186063	0.494593228703528	220	220	0.273778456508202	0.52309560762392
C18.neg_Cluster_0177..tetradecanedioate	mesalamine	Yes	0.150276789297195	0.137227906867259	220	220	0.274893588184997	0.524528422516653
C18.neg_Cluster_0373..eicosenoate	steroids	Yes	-0.453949554189378	0.414760588156075	220	215	0.275157295984455	0.524528422516653
C18.neg_Cluster_1258..cholate	mesalamine	Yes	-0.502679945836945	0.45970175601074	220	220	0.275592231017972	0.524757809746549
HILIC.neg_Cluster_0552..pantothete	antibiotic	Yes	-0.326806038533271	0.299473779494172	220	220	0.276566725232111	0.526012882197447
C18.neg_Cluster_0107..myristic.acid	antibiotic	Yes	0.484937318160569	0.446438925442347	220	218	0.278781032448784	0.529620458000652
HILIC.neg_Cluster_1303..lithocholate	immunosuppressant	Yes	0.687579671648955	0.633799246295874	220	202	0.279390425268741	0.530174322352969
HILIC.neg_Cluster_0169..2.hydroxyglutarate	immunosuppressant	Yes	-0.405867083829011	0.37535179629173	220	218	0.28096459867521	0.532555625670738
HILIC.neg_Cluster_0162..glutamine	antibiotic	Yes	-0.60447385763655	0.560363005307434	220	217	0.282110210998853	0.534120127067067
C18.neg_Cluster_0025..acesulfame	antibiotic	Yes	0.951750750293361	0.88495159644885	220	106	0.283551443579184	0.535589429400107
HILIC.neg_Cluster_0169..2.hydroxyglutarate	diagnosis_modified	CD	-0.557395782172085	0.51869511312559	220	218	0.283940707292729	0.535589429400107
HILIC.neg_Cluster_0237..fucose	diagnosis_modified	UC	0.309508517934188	0.288542637342536	220	219	0.284812844051496	0.535589429400107
HILIC.neg_Cluster_0290..arginine	antibiotic	Yes	0.493462358747833	0.459686267283381	220	217	0.284448122120214	0.535589429400107
HILIC.pos_Cluster_0244..methionine.sulfoxide	steroids	Yes	-0.226446710007133	0.210409416297043	220	220	0.283223069890737	0.535589429400107
HILIC.pos_Cluster_0667..anserine	antibiotic	Yes	0.647554910701817	0.603474794235574	220	196	0.2846416318103	0.535589429400107
C18.neg_Cluster_1575..taurodeoxycholic.acid	mesalamine	Yes	0.597642001451971	0.558325680322124	220	162	0.285818141141806	0.536874616469069
HILIC.neg_Cluster_0909..guanosine	diagnosis_modified	CD	-0.653937825824243	0.611838217609654	220	197	0.286541145617257	0.537023180774815
HILIC.pos_Cluster_0333..tyrosine	diagnosis_modified	CD	-0.317768555063834	0.297191144526643	220	220	0.286347344608412	0.537023180774815
HILIC.neg_Cluster_0283..shikimate	diagnosis_modified	UC	0.795559399151136	0.745250193116647	220	165	0.287126768178141	0.537516778138202
HILIC.pos_Cluster_0374..N.acetylspermidine	diagnosis_modified	CD	0.44739510652394	0.419437442325202	220	220	0.287510139497158	0.537631068028318
C18.neg_Cluster_0354..arachidonic.acid	antibiotic	Yes	0.472244251085101	0.443122539330501	220	220	0.28793196889041	0.537816936292502
HILIC.neg_Cluster_0085..taurine	steroids	Yes	0.547463341987526	0.514253780363834	220	220	0.288446923372043	0.538176138908912
HILIC.pos_Cluster_0008..alanine	diagnosis_modified	UC	0.241013790441264	0.227488147963725	220	220	0.29076581256792	0.541896508785799
C18.neg_Cluster_0530..13.docosenoate	antibiotic	Yes	-0.653989472178129	0.620147649245394	220	126	0.292989690013659	0.545431699712928
C18.neg_Cluster_0246..linoleic.acid	diagnosis_modified	UC	-0.495278703875705	0.470620366595141	220	220	0.293983456193734	0.546671577403733
C18.neg_Cluster_0031..phenyllactate	diagnosis_modified	CD	-1.17214005548573	1.11674856127518	220	205	0.295263590742133	0.548276707353583
C18.neg_Cluster_0927..alpha.muricholate	antibiotic	Yes	-0.939930054680117	0.896443135374098	220	192	0.295763969744641	0.548276707353583
HILIC.neg_Cluster_0174..tartarate	mesalamine	Yes	0.503447043468254	0.480223094264757	220	209	0.295832755766322	0.548276707353583
C18.neg_Cluster_0393..12.13.diHOME	diagnosis_modified	CD	-0.387960166127221	0.370857396800214	220	217	0.296864657262222	0.548736043790332
C18.neg_Cluster_0731..lithocholic.acid	immunosuppressant	Yes	0.535063090702878	0.512390363884183	220	212	0.297725491385042	0.548736043790332
HILIC.neg_Cluster_1170..lactose	diagnosis_modified	UC	0.414147867806797	0.395753752376468	220	215	0.296698088945331	0.548736043790332
HILIC.pos_Cluster_0038..N.acetylputrescine	steroids	Yes	0.67829230155735	0.649156689110972	220	199	0.297433435333798	0.548736043790332
HILIC.pos_Cluster_0110..1.methylnicotinamide	immunosuppressant	Yes	0.43396795782916	0.415478736060783	220	159	0.297609223839806	0.548736043790332
HILIC.pos_Cluster_0657..geranyl.acetoacetate.	mesalamine	Yes	0.266945955398224	0.256241147073284	220	217	0.298867600956306	0.550233066661279
C18.neg_Cluster_1292..chenodeoxycholate	steroids	Yes	0.487009528792806	0.467812294416156	220	195	0.299210033289815	0.550256158244114
C18.neg_Cluster_0090..acetytyrosine	antibiotic	Yes	-0.417119573967612	0.401672381827332	220	204	0.300405331830897	0.551238826726003
HILIC.neg_Cluster_0166..glutamate	mesalamine	Yes	-0.224005659678615	0.215631432505407	220	220	0.300229639286251	0.551238826726003
C8.pos_Cluster_0100..7.hexadecenoic.acid.methyl.ester	diagnosis_modified	CD	-0.186438884066418	0.179996845296626	220	220	0.301645001707811	0.552298422446355
HILIC.pos_Cluster_0822..inosine	mesalamine	Yes	0.48019497613412	0.463316694488887	220	212	0.30134747893816	0.552298422446355
HILIC.neg_Cluster_0162..glutamine	mesalamine	Yes	-0.403029932631436	0.389670064508597	220	217	0.302345783915725	0.552974525845866
C18.neg_Cluster_0250..oleic.acid	diagnosis_modified	UC	-0.545984077885986	0.52890737224796	220	220	0.303278172290861	0.553466073721178
HILIC.neg_Cluster_0059..proline	antibiotic	Yes	-0.40110759269246	0.388477589883196	220	220	0.303173199303179	0.553466073721178
HILIC.pos_Cluster_0081..pipecolic.acid	steroids	Yes	-0.418452110611672	0.405818510887972	220	219	0.303818240167864	0.553845709945352
C18.neg_Cluster_0930..cholate	mesalamine	Yes	-0.463465647783745	0.45231401306957	220	220	0.306856940013736	0.556410560996045
HILIC.neg_Cluster_0159..alpha.ketoglutarate	immunosuppressant	Yes	0.451217315608566	0.439339154811042	220	169	0.305737081858334	0.556410560996045
HILIC.neg_Cluster_0452..tryptophan	immunosuppressant	Yes	0.227747384771735	0.221892636174152	220	220	0.306042857871549	0.556410560996045
HILIC.pos_Cluster_0383..kynurenic.acid	immunosuppressant	Yes	0.391707490636898	0.382311129113161	220	210	0.306893115177675	0.556410560996045
HILIC.pos_Cluster_0817..atenolol	steroids	Yes	0.720603205789713	0.702644715050169	220	117	0.306431678358299	0.556410560996045
HILIC.pos_Cluster_0160..glutamate	antibiotic	Yes	-0.301293418455144	0.29444895781956	220	220	0.30752100835687	0.55694358516749
HILIC.neg_Cluster_0237..fucose	antibiotic	Yes	-0.310734757716838	0.304539340038536	220	219	0.308890844052725	0.558686027582444
HILIC.pos_Cluster_0419..N.acetylhistidine	mesalamine	Yes	0.298360873716871	0.292571100857108	220	219	0.309152999675417	0.558686027582444
C18.neg_Cluster_1045..chenodeoxycholate	mesalamine	Yes	-0.538403224660556	0.528748936378237	220	159	0.309877658019047	0.559389538501917
HILIC.pos_Cluster_0230..carnitine	mesalamine	Yes	-0.281628215435571	0.277150398529868	220	219	0.310874770805102	0.560582829949092
HILIC.pos_Cluster_0230..carnitine	immunosuppressant	Yes	-0.263867707979816	0.260536231803367	220	219	0.312477570091626	0.562864564700683
HILIC.neg_Cluster_0129..salicylate	diagnosis_modified	UC	0.467359878340335	0.461844416779311	220	213	0.3128802412987	0.56298192285462
C18.neg_Cluster_0164..palmitoleic.acid	steroids	Yes	-0.373957090169869	0.370227086349064	220	198	0.31377158115286	0.563637468478579
C18.neg_Cluster_1045..chenodeoxycholate	steroids	Yes	0.564067504676084	0.560475508624518	220	159	0.315526404152301	0.563637468478579
HILIC.neg_Cluster_0069..succite	antibiotic	Yes	0.456984258333495	0.454510592114338	220	220	0.315990044779572	0.563637468478579
HILIC.neg_Cluster_0220..3.methyladipate.pimelate	immunosuppressant	Yes	0.669721850654079	0.666504902469362	220	180	0.316285773678627	0.563637468478579
HILIC.pos_Cluster_0022..choline	mesalamine	Yes	-0.217502498843465	0.215745985938826	220	220	0.314696191554921	0.563637468478579
HILIC.pos_Cluster_0108..hypoxanthine	diagnosis_modified	UC	-0.302013423040125	0.299956473889049	220	220	0.315311299878287	0.563637468478579
HILIC.pos_Cluster_0384..N.acetylglutamic.acid	mesalamine	Yes	-0.263812397939538	0.262443172626249	220	220	0.316098184266327	0.563637468478579
HILIC.pos_Cluster_0913..ethyl.9.hexadecenoate	mesalamine	Yes	0.317567464920033	0.315560305972586	220	220	0.315549527461403	0.563637468478579
HILIC.pos_Cluster_1580..C18.2.carnitine	immunosuppressant	Yes	-0.480293854413845	0.477379573866486	220	158	0.315672253819266	0.563637468478579
C18.neg_Cluster_0901..7.ketodeoxycholate	mesalamine	Yes	0.281408056261483	0.282132733468582	220	159	0.319850970431484	0.567668060872257
C18.neg_Cluster_1129..chenodeoxycholate	steroids	Yes	0.56202306036455	0.563185670895806	220	203	0.319607047469458	0.567668060872257
HILIC.neg_Cluster_0020..lactate	mesalamine	Yes	-0.378308169577789	0.378774318051246	220	220	0.319204018837816	0.567668060872257
HILIC.pos_Cluster_0245..1.methylguanine	mesalamine	Yes	-0.98031423023777	0.982956609349243	220	182	0.319908859244557	0.567668060872257
C18.neg_Cluster_0394..9.10.diHOME	diagnosis_modified	UC	-0.449505858748093	0.45199169683608	220	216	0.321271389828295	0.567891609503794
C8.pos_Cluster_0100..7.hexadecenoic.acid.methyl.ester	diagnosis_modified	UC	0.187918661756551	0.188789407220369	220	220	0.320840885407617	0.567891609503794
HILIC.pos_Cluster_0038..N.acetylputrescine	diagnosis_modified	UC	0.829609198007311	0.834413670575643	220	199	0.321396690270732	0.567891609503794
HILIC.pos_Cluster_0306..citrulline	immunosuppressant	Yes	0.209784617772351	0.210566193589806	220	220	0.320404467690023	0.567891609503794
HILIC.neg_Cluster_0087..thymine	diagnosis_modified	CD	-0.412393944499007	0.415420424341251	220	220	0.322138706790412	0.568600384049109
C8.pos_Cluster_0277..stearoyl.ethanolamide	immunosuppressant	Yes	0.333607870559628	0.337835915585326	220	199	0.324687797339632	0.572493917507935
C18.neg_Cluster_1197..glycoursodeoxycholic.acid	diagnosis_modified	UC	0.715627493213994	0.72535969321706	220	160	0.325128778226434	0.572666105682884
HILIC.neg_Cluster_0740..deoxyinosine	diagnosis_modified	CD	-0.613173532096355	0.623588971822002	220	211	0.326738307589883	0.574288195005189
HILIC.neg_Cluster_1088..linoleoyl.ethanolamide	mesalamine	Yes	-0.340395691291409	0.346144866969303	220	217	0.326692550931945	0.574288195005189
HILIC.pos_Cluster_0374..N.acetylspermidine	diagnosis_modified	UC	-0.431959999553446	0.439926299664358	220	220	0.327428641220083	0.574895761636946
HILIC.neg_Cluster_0372..N.acetylglutamate	mesalamine	Yes	-0.21616300347663	0.220639718312343	220	220	0.328501714516078	0.575339463057973
HILIC.neg_Cluster_1300..riboflavin	mesalamine	Yes	0.224119629803919	0.228862819669529	220	200	0.328716132070892	0.575339463057973
HILIC.pos_Cluster_0246..7.methylguanine	diagnosis_modified	CD	0.487553642393782	0.497555077711719	220	218	0.328408877768312	0.575339463057973
C18.neg_Cluster_0090..acetytyrosine	diagnosis_modified	UC	-0.370856803708381	0.38057351928802	220	204	0.331089724807091	0.576991353039074
C18.neg_Cluster_0090..acetytyrosine	mesalamine	Yes	-0.272069591583757	0.279318408702063	220	204	0.331297670469852	0.576991353039074
C8.pos_Cluster_0168..palmitoylethanolamide	diagnosis_modified	UC	0.396344920471438	0.407031026537861	220	217	0.331447224040385	0.576991353039074
HILIC.neg_Cluster_0103..acetylalanine	diagnosis_modified	CD	0.25951512398785	0.266703813011139	220	220	0.331794082374797	0.576991353039074
HILIC.neg_Cluster_0232..acesulfame	mesalamine	Yes	0.779951165304823	0.798988740973972	220	115	0.330246667970473	0.576991353039074
HILIC.pos_Cluster_0033..histamine	steroids	Yes	0.507889867864536	0.522644394524321	220	209	0.332427272344454	0.576991353039074
HILIC.pos_Cluster_0048..betaine	immunosuppressant	Yes	-0.382896337732101	0.393821318272221	220	210	0.332184373043958	0.576991353039074
HILIC.pos_Cluster_0797..thiamine	mesalamine	Yes	0.367579888902702	0.377262068769426	220	220	0.331155343755107	0.576991353039074
HILIC.neg_Cluster_0156..caprylic.acid	immunosuppressant	Yes	-0.424452186557244	0.438625274915353	220	220	0.33445705054708	0.579308785371266
HILIC.neg_Cluster_0365..azelaic.acid	immunosuppressant	Yes	0.259935954003326	0.268429270874668	220	220	0.334122483763925	0.579308785371266
C18.neg_Cluster_0144..2.hydroxymyristic.acid	mesalamine	Yes	0.289984532536644	0.300220546713994	220	220	0.335345903219016	0.580245815943277
HILIC.neg_Cluster_0073..threonine	diagnosis_modified	UC	0.428861332218315	0.444792754369654	220	220	0.336206384760489	0.581131865057508
C18.neg_Cluster_0171..palmitic.acid	diagnosis_modified	CD	-0.397941570197047	0.413664772090818	220	220	0.337303329960157	0.582424383409463
C18.neg_Cluster_0268..hexadecanedioic.acid	diagnosis_modified	UC	-0.233780983685814	0.243332302228969	220	217	0.337926241260933	0.582896556797555
HILIC.neg_Cluster_0254..urate	steroids	Yes	0.367317305774669	0.383381580332294	220	220	0.339256809955522	0.584308274098425
HILIC.pos_Cluster_0453..C2.carnitine	mesalamine	Yes	-0.617190196750915	0.644434467787846	220	145	0.339445274341352	0.584308274098425
C18.neg_Cluster_0900..ketodeoxycholate	diagnosis_modified	UC	0.724810085876492	0.75947348401709	220	215	0.341140786698875	0.586017334926594
HILIC.neg_Cluster_0069..succite	immunosuppressant	Yes	0.283712343521059	0.297114752666116	220	220	0.340871958155193	0.586017334926594
C8.pos_Cluster_0288..palmitoyl.glycerol	antibiotic	Yes	-0.254845216458913	0.267312753983656	220	220	0.341645139062738	0.58627992999655
HILIC.pos_Cluster_0246..7.methylguanine	diagnosis_modified	UC	-0.496448213090258	0.521859858298531	220	218	0.342683780802657	0.587457909947411
C18.neg_Cluster_2068..maslinic.acid	immunosuppressant	Yes	0.331358134557128	0.349834864936874	220	92	0.344773741434512	0.587590177102211
C8.pos_Cluster_0136..piperine	mesalamine	Yes	0.594770725467897	0.628923470960867	220	198	0.345530314127967	0.587590177102211
HILIC.neg_Cluster_0112..asparagine	steroids	Yes	0.57014529235678	0.600326242433064	220	176	0.343484001814317	0.587590177102211
HILIC.neg_Cluster_0182..guanine	mesalamine	Yes	0.47379283793609	0.499649166323472	220	175	0.344232051902228	0.587590177102211
HILIC.neg_Cluster_0290..arginine	steroids	Yes	0.321937308410306	0.338841230644667	220	217	0.343287968542644	0.587590177102211
HILIC.neg_Cluster_0332..saccharin	steroids	Yes	-0.734365450188202	0.774963042754336	220	174	0.344555758129363	0.587590177102211
HILIC.neg_Cluster_0740..deoxyinosine	mesalamine	Yes	0.454499861577599	0.480034165137868	220	211	0.344965388009101	0.587590177102211
HILIC.pos_Cluster_0244..methionine.sulfoxide	antibiotic	Yes	0.269921941433144	0.28545026529045	220	220	0.345579114950401	0.587590177102211
HILIC.pos_Cluster_0246..7.methylguanine	mesalamine	Yes	0.361541605733421	0.383014208287872	220	218	0.346425923427346	0.588430183581275
C18.neg_Cluster_0486..carnosol	steroids	Yes	-0.543959162679771	0.578896184497616	220	159	0.348616342809356	0.591167021290459
C8.pos_Cluster_0136..piperine	antibiotic	Yes	-0.849608228535578	0.904420119468118	220	198	0.348746012559839	0.591167021290459
HILIC.pos_Cluster_0667..anserine	diagnosis_modified	UC	-0.53558276138279	0.571775747187352	220	196	0.350127143204661	0.592905659761801
HILIC.pos_Cluster_0156..glutamine	steroids	Yes	-0.222451021446016	0.237903007078393	220	220	0.350975294361539	0.593137579528923
HILIC.pos_Cluster_0245..1.methylguanine	immunosuppressant	Yes	-0.864340108965007	0.924031906086065	220	182	0.350794669214167	0.593137579528923
HILIC.pos_Cluster_0927..piperine	diagnosis_modified	UC	-0.677318186639505	0.727387997536635	220	217	0.352975287567519	0.595913744597794
HILIC.pos_Cluster_0419..N.acetylhistidine	diagnosis_modified	CD	-0.352296048840374	0.380064847917474	220	219	0.355160615030377	0.598996871456692
HILIC.pos_Cluster_0091..leucine	diagnosis_modified	CD	0.290402426396111	0.314504765195992	220	220	0.357013737945244	0.601514055447138
HILIC.neg_Cluster_0331..sorbitol	diagnosis_modified	CD	0.351829514214487	0.381650911933552	220	220	0.357794701363567	0.602221555877325
C18.neg_Cluster_0019..p.hydroxyphenylacetate	antibiotic	Yes	-0.571554245489253	0.624055319493711	220	180	0.36092038560907	0.604846420513024
HILIC.neg_Cluster_0203..orotate	diagnosis_modified	UC	-0.470054610758703	0.513406699997161	220	220	0.361083205828552	0.604846420513024
HILIC.neg_Cluster_0331..sorbitol	steroids	Yes	0.285159607192708	0.311420472698777	220	220	0.361023560927254	0.604846420513024
HILIC.neg_Cluster_0909..guanosine	diagnosis_modified	UC	-0.586990652464273	0.641725549283606	220	197	0.36152990482703	0.604846420513024
HILIC.neg_Cluster_1303..lithocholate	mesalamine	Yes	0.617834680204818	0.674216067696121	220	202	0.360656886806247	0.604846420513024
HILIC.pos_Cluster_0914..8.hydroxy.deoxyguanosine	diagnosis_modified	UC	-0.566746685024452	0.619316154454966	220	209	0.361315102040893	0.604846420513024
HILIC.neg_Cluster_0066..valine	mesalamine	Yes	-0.247253420596519	0.270774034764786	220	220	0.362353298384398	0.605010312017192
HILIC.neg_Cluster_1403..cholate	diagnosis_modified	UC	0.630417839005852	0.689967227586571	220	219	0.362061341098784	0.605010312017192
C18.neg_Cluster_0268..hexadecanedioic.acid	antibiotic	Yes	0.233413708201658	0.25682255979	220	217	0.364604352950544	0.608160060721507
C8.pos_Cluster_0288..palmitoyl.glycerol	immunosuppressant	Yes	-0.158562364385133	0.174743040453439	220	220	0.365367807953147	0.608824678986862
C18.neg_Cluster_0731..lithocholic.acid	mesalamine	Yes	0.493842714870574	0.545065047461586	220	212	0.366094645833212	0.609427015219359
C18.neg_Cluster_1803..maslinic.acid	steroids	Yes	-0.807807539835258	0.894012062654868	220	132	0.367389204235671	0.610048609683496
C8.pos_Cluster_0166..sphingosine	antibiotic	Yes	-0.442416234912725	0.489727771496446	220	215	0.367486288603077	0.610048609683496
HILIC.pos_Cluster_0422..5.acetylamino.6.amino.3.methyluracil	antibiotic	Yes	-0.71242366821688	0.788739814108214	220	186	0.367565259431603	0.610048609683496
HILIC.pos_Cluster_0079..pyroglutamic.acid	steroids	Yes	-0.238148882866594	0.263956385025336	220	218	0.368102546367604	0.610333049046883
HILIC.neg_Cluster_0073..threonine	mesalamine	Yes	-0.292438080194846	0.326451521338548	220	220	0.371512858945428	0.615375817995008
C18.neg_Cluster_0900..ketodeoxycholate	antibiotic	Yes	0.717352714580568	0.801578427817454	220	215	0.371983709571317	0.615544471790632
HILIC.neg_Cluster_0120..adenine	mesalamine	Yes	0.338544617667819	0.378987792200268	220	220	0.372858168289018	0.616380004664105
HILIC.neg_Cluster_0296..citrulline	mesalamine	Yes	0.265229777465844	0.298368317355346	220	219	0.375186674246118	0.618390684429373
HILIC.pos_Cluster_0151..butyrobetaine	steroids	Yes	-0.268403849801574	0.301543659737734	220	220	0.37456231065308	0.618390684429373
HILIC.pos_Cluster_0936..diacetylspermine	diagnosis_modified	UC	0.554598911643051	0.623488916645877	220	210	0.374878664302066	0.618390684429373
HILIC.pos_Cluster_0007..putrescine	mesalamine	Yes	0.357967675226149	0.40437255838181	220	208	0.37716896383802	0.621044256349277
HILIC.neg_Cluster_0204..imidazolelactate	diagnosis_modified	UC	0.366941539703354	0.416184235768845	220	220	0.379087530935795	0.62174828082685
HILIC.neg_Cluster_0204..imidazolelactate	mesalamine	Yes	-0.269375270815885	0.305454564151798	220	220	0.378978161246475	0.62174828082685
HILIC.neg_Cluster_0824..inosine	mesalamine	Yes	0.40585686744187	0.45994493204292	220	203	0.378697783806578	0.62174828082685
HILIC.pos_Cluster_0244..methionine.sulfoxide	immunosuppressant	Yes	-0.164541322583392	0.186599578627452	220	220	0.379029400924586	0.62174828082685
HILIC.neg_Cluster_0283..shikimate	antibiotic	Yes	-0.690884868631584	0.786566602653969	220	165	0.380884217968071	0.62408141018737
C8.pos_Cluster_0100..7.hexadecenoic.acid.methyl.ester	steroids	Yes	0.128664466551729	0.146874279331798	220	220	0.382150335112854	0.625541471018882
HILIC.neg_Cluster_0035..serine	diagnosis_modified	UC	0.376845112678207	0.430713815240017	220	218	0.382739518111573	0.625891682558925
HILIC.pos_Cluster_0248..phenylalanine	diagnosis_modified	UC	0.241451567472465	0.276214581701845	220	220	0.38316660757313	0.625976397093027
HILIC.pos_Cluster_0100..ornithine	immunosuppressant	Yes	-0.265090038625443	0.303804104921285	220	216	0.384023073141785	0.626761727984832
